file,label
mixture_devtrain_babycry_027_2d6927208ccff37208921221f73105dd.wav,0
mixture_devtrain_babycry_028_ef9bf2e21fd574d38c9b2e2dfa57a8d9.wav,3
mixture_devtrain_babycry_029_cbdb19b8f8d2596b68f963747481405e.wav,0
mixture_devtrain_babycry_030_35153a5fad3ab97fd0be33b8cf2d6e8d.wav,3
mixture_devtrain_babycry_031_f1c71c208084525c78839473b037ff69.wav,0
mixture_devtrain_babycry_032_74068453fd3e9cd4d128dc82d43ff606.wav,0
mixture_devtrain_babycry_033_aaf5341b2aff00c1a09a0291bba22571.wav,3
mixture_devtrain_babycry_034_fc1de90c0193ac4d72e018863f1b3c91.wav,3
mixture_devtrain_babycry_035_a3d05324c0596bb7504c2a18ce0c6fd2.wav,0
mixture_devtrain_babycry_036_662467af91c95b19bca111b533de8d90.wav,0
mixture_devtrain_babycry_037_43d9141cfb92936fc845012d0f6530e9.wav,0
mixture_devtrain_babycry_038_02a9cffa04b17b4eaa34c0492f468da6.wav,0
mixture_devtrain_babycry_039_b0fc76493a5e75fc8e56eb52c16749b0.wav,3
mixture_devtrain_babycry_040_ec6a683fb2cdab1306753202c1e7a704.wav,0
mixture_devtrain_babycry_041_1aa7df3cd140364d9122b81e19d5df40.wav,3
mixture_devtrain_babycry_042_aeb54fa59ab861d5f3a649abeec063e5.wav,0
mixture_devtrain_babycry_043_e3ea2f2cdb34652a84d2ca04e9e19bad.wav,3
mixture_devtrain_babycry_044_f7694b071e7aff0bde95e19efef13b41.wav,0
mixture_devtrain_babycry_045_7ec9e756ac68a680ded85b99f6c7a571.wav,0
mixture_devtrain_babycry_046_ffb36eed107bb3e3ab02163b006aca1b.wav,0
mixture_devtrain_babycry_047_71a00e39114cec236b9e8dad107505ea.wav,0
mixture_devtrain_babycry_048_82fc59608a8201ea0744713e6cc55abc.wav,0
mixture_devtrain_babycry_049_d41c0a745516dc07671c52d8a9b37b04.wav,0
mixture_devtrain_babycry_050_8476a77ddb508636edf5fefb5da46098.wav,3
mixture_devtrain_babycry_051_1431e7c81b709aef1083933f7b7340d6.wav,0
mixture_devtrain_babycry_052_974e77ab8ce03cd4e132dd6a0eb93441.wav,3
mixture_devtrain_babycry_053_6d12645d25cfdf52e32116a03b5f12f3.wav,0
mixture_devtrain_babycry_054_495958230520c61fe8a28bacd843a792.wav,0
mixture_devtrain_babycry_055_a83aa7cc66b2c0688f54790dff9eefea.wav,3
mixture_devtrain_babycry_056_dc7f844fa15353049a5349b50c60464a.wav,3
mixture_devtrain_babycry_057_a2c9e3a43b6b95a0520818687a5efabb.wav,0
mixture_devtrain_babycry_058_850c9fcce7c8d9a13137d0f40a5e723a.wav,3
mixture_devtrain_babycry_059_6dea0251682262fdd382b41dd87fe216.wav,0
mixture_devtrain_babycry_060_c3aa832ac4616a9a21a2868b1c83a438.wav,0
mixture_devtrain_babycry_061_661214b78e4270dc876c4104be14ea98.wav,0
mixture_devtrain_babycry_062_f1316935e8ca28a7cca0445b014cf92d.wav,0
mixture_devtrain_babycry_063_8446b2c73b7c26dd75cb0df99b12ccdf.wav,3
mixture_devtrain_babycry_064_291ff2c14986163b44f8f9116a2ba6b8.wav,0
mixture_devtrain_babycry_065_46505c9edb1be852f230f422941b1f1b.wav,3
mixture_devtrain_babycry_068_4c8863b1b299c585456cea5d62274435.wav,3
mixture_devtrain_babycry_069_c4537cda3dea51a2dabed0b852f4fa96.wav,0
mixture_devtrain_babycry_070_8d5b411974fdcfed6f1f4d29e453801c.wav,3
mixture_devtrain_babycry_071_3ab68034a7a045280d3b4a12b0ec6918.wav,3
mixture_devtrain_babycry_072_832b0ef67d062a70b0a9faf7c2288ea2.wav,0
mixture_devtrain_babycry_073_a208689b29fe925559590971d9c2c8ef.wav,3
mixture_devtrain_babycry_074_d1e941fd6c6d98f7a54bef024fb110e3.wav,0
mixture_devtrain_babycry_075_585c5337b9f1a7ad12f4beaaef0e32a0.wav,0
mixture_devtrain_babycry_076_ceb67023cf6c69b59148c35196a9c2a0.wav,3
mixture_devtrain_babycry_077_7ea5dab192285d7db847c27b6fe206d7.wav,0
mixture_devtrain_babycry_078_b05ea4c0696650cd4a440e1370d4e456.wav,0
mixture_devtrain_babycry_079_2ecd76b43d6165698ba08a2a082fa2ed.wav,0
mixture_devtrain_babycry_080_ca4f51a6519705b189ee01aba5426574.wav,0
mixture_devtrain_babycry_081_06d779898c2203de525d7a38ca1cc457.wav,3
mixture_devtrain_babycry_082_d962c843942f9312854049da8604eb02.wav,3
mixture_devtrain_babycry_083_ef1970d9fb96707eadf12c8adb78ea37.wav,3
mixture_devtrain_babycry_084_48e3fe972f28fd5fcf132c673e8d57b6.wav,0
mixture_devtrain_babycry_085_04d8f7f01d2dd7ae229fc356232433df.wav,0
mixture_devtrain_babycry_086_ca3a743c056fa3fd141703f660bb3b32.wav,0
mixture_devtrain_babycry_087_e7a4012840d8f23e08937376224733cb.wav,0
mixture_devtrain_babycry_088_7f5cf7de97e8fc78fcc0089e6b6903d0.wav,3
mixture_devtrain_babycry_089_9efaf064f222a9b6ff71adb809d5b83c.wav,3
mixture_devtrain_babycry_090_8476a77ddb508636edf5fefb5da46098.wav,3
mixture_devtrain_babycry_091_8d5b411974fdcfed6f1f4d29e453801c.wav,3
mixture_devtrain_babycry_092_57cac945a82fd591032e0fe98d5a0e45.wav,0
mixture_devtrain_babycry_093_3f00a0cff50b9073bcaff8334b66466c.wav,0
mixture_devtrain_babycry_094_d6a67b3f8e6d1cc850b2d6b04f476828.wav,3
mixture_devtrain_babycry_095_b48f2f06d066d179647028a3829b4870.wav,3
mixture_devtrain_babycry_096_39061bb4991346dd6fb5e9ee9c7e9fde.wav,3
mixture_devtrain_babycry_097_e9ca2f827aa2dd8d2e4f1075fc4c9a9c.wav,0
mixture_devtrain_babycry_098_4ec656b9d1c5e9cf3184363f37cacbf4.wav,3
mixture_devtrain_babycry_100_3dcc7d9c69328b416c419f0d4cff9ff0.wav,3
mixture_devtrain_babycry_101_766dc41e6f4fdd921a7cef3ebc61478d.wav,3
mixture_devtrain_babycry_102_92f8b8ad533346e5d5c9c0c8fdd4e9fe.wav,3
mixture_devtrain_babycry_103_c28a823685a01322989d2b1b1213066d.wav,3
mixture_devtrain_babycry_104_66b49d3b4a573ba09f11a4fdfb0f9248.wav,0
mixture_devtrain_babycry_105_a50de5261699e065e91675ab670f107a.wav,3
mixture_devtrain_babycry_106_359fbfd22f7ef343476ac17e32786950.wav,0
mixture_devtrain_babycry_107_e5f332cd3d2833c7d413cea93c9f3d3e.wav,3
mixture_devtrain_babycry_108_007ed9e6a0f786fac7267a01fd2a2d46.wav,0
mixture_devtrain_babycry_109_507f99d6f65d4e710ceb5f46899b5481.wav,0
mixture_devtrain_babycry_110_faf286abe46dce9a0114a645f8560f3c.wav,0
mixture_devtrain_babycry_111_bbfbc706d4061efa3ae91b64336a0176.wav,0
mixture_devtrain_babycry_112_452d2a62fe74be7479d6bbe625d8770e.wav,0
mixture_devtrain_babycry_113_c42f20bc2d46e7549ce0bdd7a5ca3209.wav,3
mixture_devtrain_babycry_114_d36fcca31e8f423d019935265b1e84d1.wav,0
mixture_devtrain_babycry_115_a2cb7a18638e1b5d4d2c4533ebf9d3f2.wav,0
mixture_devtrain_babycry_116_360be4cdf99b2a0994c156cdee93da52.wav,0
mixture_devtrain_babycry_117_838e124790e875a418f84ac5319d4d67.wav,3
mixture_devtrain_babycry_118_cf43e3e98bdf0861441af4e76d081a8c.wav,0
mixture_devtrain_babycry_119_56d1976748a55313b88674a65bfd8a79.wav,0
mixture_devtrain_babycry_120_0ca6e569b2786c1493024b75fd9abb7b.wav,0
mixture_devtrain_babycry_121_f769bc450dcfbc6a503ed32742fd52ae.wav,3
mixture_devtrain_babycry_122_6832dc79e01c77c0d7095c39c5c50645.wav,0
mixture_devtrain_babycry_123_563086bdd557b5408d1901b5eaaf0f93.wav,3
mixture_devtrain_babycry_124_ed463c1c73861e1e332a4740888b7ef9.wav,3
mixture_devtrain_babycry_125_510085bf3f326847300e01d4b8a63c41.wav,3
mixture_devtrain_babycry_126_dbaf05dfeef146b99f8da0615fefc07a.wav,3
mixture_devtrain_babycry_127_d36182ac9a2d76884c5a1bd58e49ea4c.wav,3
mixture_devtrain_babycry_128_d1d54aaed21d8b75546c8b7febeb5736.wav,0
mixture_devtrain_babycry_129_1b5a4845fd50cfa336da06328553d61f.wav,3
mixture_devtrain_babycry_130_6ddadb06bade2e7ee2f729c0ef540b7f.wav,0
mixture_devtrain_babycry_131_ce82e746fe901acc7178dfd680b97fd6.wav,3
mixture_devtrain_babycry_132_c468f0361d07975a3873025380b0719c.wav,3
mixture_devtrain_babycry_133_46505c9edb1be852f230f422941b1f1b.wav,3
mixture_devtrain_babycry_134_ef0c8fcb8d1655f5b219dce0c6b5d662.wav,0
mixture_devtrain_babycry_135_862ef4a2a275361a1b25ed1bc0bea4d0.wav,0
mixture_devtrain_babycry_136_bea5b496af2f71cfe317646a27ac7ab9.wav,0
mixture_devtrain_babycry_137_6e9650f9c561fcc71295247f96c57f76.wav,0
mixture_devtrain_babycry_138_1f512aba300659e232024e89746309fd.wav,0
mixture_devtrain_babycry_139_2ff35cd8cf968c9d18e12f87542d481c.wav,3
mixture_devtrain_babycry_140_6e2e1e7e96816498df18b97ade09172d.wav,0
mixture_devtrain_babycry_141_98a3e1262ccec957bfab61a0a5e8a00a.wav,0
mixture_devtrain_babycry_142_a059f6887806f92dd69c50a8e646e98c.wav,3
mixture_devtrain_babycry_143_139d9e0865bb7aa2bffe53893c71297f.wav,3
mixture_devtrain_babycry_144_59dcc28d800286bd4a54912afb035782.wav,3
mixture_devtrain_babycry_146_39089647d8ae2eb9788f0149484f6579.wav,3
mixture_devtrain_babycry_147_2c33f7d6c849c9aa43f574f21e90aae1.wav,3
mixture_devtrain_babycry_148_d0353503071317d5586b79e98a46555a.wav,0
mixture_devtrain_babycry_149_e06605ab88927377fe120c718f638c93.wav,3
mixture_devtrain_babycry_150_9dceef5d3fa82aa468cb32c8ec10700a.wav,0
mixture_devtrain_babycry_151_1695ee9cb6294fa61aec8168aee5ba09.wav,3
mixture_devtrain_babycry_153_427b3ca30e98962a3f6d5d5bc1faace0.wav,3
mixture_devtrain_babycry_154_3977ae72c3870f31b24ed43ee2885d36.wav,0
mixture_devtrain_babycry_155_ec3795d1afe63800e500c705a8526e9d.wav,3
mixture_devtrain_babycry_156_a77323160c87b655b4bd94dd1d7e54bc.wav,0
mixture_devtrain_babycry_157_c161fe16d537b894d4be028b654a64b3.wav,3
mixture_devtrain_babycry_158_aec8b94a1ad02ac1ab2d47d3142e1b40.wav,3
mixture_devtrain_babycry_159_8d5b411974fdcfed6f1f4d29e453801c.wav,3
mixture_devtrain_babycry_160_161517b363a97d0857c23da3a581464c.wav,3
mixture_devtrain_babycry_161_a017807d836f1b28c37ee7924041a21e.wav,3
mixture_devtrain_babycry_162_1ad9922b4632d6f610f2a9e80a9d18f9.wav,0
mixture_devtrain_babycry_163_4e9f95b0bc83090b2f08df9a70fd75d6.wav,3
mixture_devtrain_babycry_165_654f55e558cef63e1657d0f4bd6b16af.wav,3
mixture_devtrain_babycry_166_e82e9cc670dcdf67ec3c9447f2ad76bc.wav,0
mixture_devtrain_babycry_167_7bf594e8963168710cf5bd05b48146fe.wav,0
mixture_devtrain_babycry_168_4f8dd5031ac43a4491e0bbb1e4f9fe89.wav,0
mixture_devtrain_babycry_169_cdddfdb4121ae6aa55492de8e6e256d8.wav,0
mixture_devtrain_babycry_170_ac03797567cc1d9343317d4f7a62f672.wav,0
mixture_devtrain_babycry_171_59c16388e45c7743f01068f7f5283d69.wav,0
mixture_devtrain_babycry_172_f4de95ead7497473a645eedb0c6d21a7.wav,0
mixture_devtrain_babycry_173_379f2261656e3ece53ab06b7bcfe2bf0.wav,0
mixture_devtrain_babycry_174_7fefb4cdbcf0980271a7eec013e90636.wav,0
mixture_devtrain_babycry_175_e0244e8e7972bfcd7ce94fd35fba1ff1.wav,3
mixture_devtrain_babycry_176_b9e5a6ddcbe79f76d6a215072b9330df.wav,3
mixture_devtrain_babycry_177_27cc8992d07081fc2e6516fcd4009159.wav,0
mixture_devtrain_babycry_178_78e2f19361da076baa66cf660b78701f.wav,3
mixture_devtrain_babycry_179_34c62b44aa9d2764f91ea2ea3a62eb10.wav,0
mixture_devtrain_babycry_180_cb29f5c30f2d02b83452c0fd12b18bf9.wav,0
mixture_devtrain_babycry_181_0c58677ed7455671fd8b9349db467ef9.wav,3
mixture_devtrain_babycry_182_ca761a8c1562c60ebecf4bde0da4c987.wav,0
mixture_devtrain_babycry_183_789af256b9ced38c51162769736e17a7.wav,0
mixture_devtrain_babycry_184_aadea1395f037db14a9cfdaeeb0b0222.wav,0
mixture_devtrain_babycry_185_2fa09da299da80e96be0129088b8bf66.wav,0
mixture_devtrain_babycry_186_94f9f0b409f20cf35a506f573d294bb8.wav,0
mixture_devtrain_babycry_187_be9842f0a0057a1650955eb80fe5bb54.wav,3
mixture_devtrain_babycry_188_8e9f25e2977a6ac9662aac9d54fb40d1.wav,0
mixture_devtrain_babycry_189_76c1612e0d413b1c8440eb99cd762115.wav,0
mixture_devtrain_babycry_190_39089647d8ae2eb9788f0149484f6579.wav,3
mixture_devtrain_babycry_191_c2fdd919211b466ece83b2ba932fda20.wav,3
mixture_devtrain_babycry_192_b086c60e4fd724eae8644dd4d6d0f643.wav,0
mixture_devtrain_babycry_193_366cc85f5424e7a22912c28252fa89e4.wav,3
mixture_devtrain_babycry_194_34135d8337533237509c39bcf5409351.wav,3
mixture_devtrain_babycry_195_67e21eff416eff15ab9fc3d9ae7590b8.wav,3
mixture_devtrain_babycry_196_a266db0e5e18542a1bdb74bb2c4ad0b2.wav,0
mixture_devtrain_babycry_197_a460e52c5e6f462f16ef98870a735e98.wav,0
mixture_devtrain_babycry_198_90696330f65d9bbcab34036606eab45a.wav,0
mixture_devtrain_babycry_199_4ebe5f920835f987cc575d2600882526.wav,3
mixture_devtrain_babycry_200_8b83cab1575162c7b8cc44a8f88841de.wav,3
mixture_devtrain_babycry_201_e358ab22aa9eb2fe29f164592b5cfabd.wav,0
mixture_devtrain_babycry_202_ce6b8b6ef2330d85d13279e04829560f.wav,3
mixture_devtrain_babycry_203_845e93ee33571f404b188947d4cf53c8.wav,0
mixture_devtrain_babycry_204_ed463c1c73861e1e332a4740888b7ef9.wav,3
mixture_devtrain_babycry_205_623968cc58fe409a39ad940ec2d12190.wav,3
mixture_devtrain_babycry_206_c74df7a7c0aeb54b1270281799d2ba45.wav,0
mixture_devtrain_babycry_207_f101ce60e98ea5ee3947b0441613bd12.wav,3
mixture_devtrain_babycry_208_91d694c5ade8902acf9c523cd495a9dc.wav,0
mixture_devtrain_babycry_209_e3f7abe09e6d4abc7a683b9399bc6e6a.wav,0
mixture_devtrain_babycry_210_05762e655e9d481e71e367e24aa94f96.wav,3
mixture_devtrain_babycry_211_84e8fa1c60df5c94eced8886d61b3809.wav,0
mixture_devtrain_babycry_212_1e9f3a29ac05df5a5274b54b3a364d96.wav,3
mixture_devtrain_babycry_213_a9f7c20b64a213e9a58ab96046c018c8.wav,3
mixture_devtrain_babycry_214_be4c3347ca109c72df7a4625d869549a.wav,0
mixture_devtrain_babycry_215_096435e08eaef3e5db02e78e7c63ebc5.wav,3
mixture_devtrain_babycry_217_af93835acbfe45c7e94393e291326a58.wav,3
mixture_devtrain_babycry_218_22864a594d79906621110714e4bef691.wav,3
mixture_devtrain_babycry_219_2e96f22d0f6706cc2378f57c933c6417.wav,3
mixture_devtrain_babycry_220_4b74d0eddc0340e39e59809a717d34a0.wav,0
mixture_devtrain_babycry_221_187e396223ccf03d0737414c9664876d.wav,0
mixture_devtrain_babycry_222_52baf72f3e61369455a436d70d4ee3c4.wav,0
mixture_devtrain_babycry_223_9fd0c2559ee7d4fac81b338e02e7e962.wav,3
mixture_devtrain_babycry_224_a7f7e496e4fff155e57db42172e33d4a.wav,3
mixture_devtrain_babycry_225_598a54b02f620cb712d00ec3e6e455da.wav,3
mixture_devtrain_babycry_226_35a270208c4977a9ca5ef50129816475.wav,3
mixture_devtrain_babycry_227_c2fdd919211b466ece83b2ba932fda20.wav,3
mixture_devtrain_babycry_228_4321f328a35ccdcc086fa9a3d5c16e33.wav,3
mixture_devtrain_babycry_229_d137259897445d1fbc804920df82aa13.wav,0
mixture_devtrain_babycry_230_52ec8efeea17f7d632030a584ab209ab.wav,3
mixture_devtrain_babycry_231_a10b1e8575fc73b73263fece62a36dbc.wav,3
mixture_devtrain_babycry_232_7847427bf9ac15be82148397038a15a5.wav,0
mixture_devtrain_babycry_233_2cad012e2796f93d74eb3c2a84d8c928.wav,0
mixture_devtrain_babycry_234_02c94942f42f96cdc50ed1a87200ba5b.wav,3
mixture_devtrain_babycry_235_16e6a34733ca3de18708481f35e10cb7.wav,3
mixture_devtrain_babycry_236_9444dc8d974d49641b73a2278ce3d448.wav,3
mixture_devtrain_babycry_237_7d4ec183796b1f8f2852d8113035d656.wav,0
mixture_devtrain_babycry_238_6203ed5a834a91c4f9f435951292de2f.wav,0
mixture_devtrain_babycry_239_bdec4571d73da60bf5bd648248ad3d9a.wav,0
mixture_devtrain_babycry_240_126ed14efd186df884ca96ba82356dbc.wav,3
mixture_devtrain_babycry_241_5ca7530484d0e4d8424c22126f8a1fc9.wav,0
mixture_devtrain_babycry_242_adee891f856dccd57a3218ad8cd56b46.wav,3
mixture_devtrain_babycry_243_840c2da3cffb19e71da4e1d67738fd10.wav,3
mixture_devtrain_babycry_244_5f5a83b2742b512fba3f14c11625881b.wav,0
mixture_devtrain_babycry_245_ea4a4d2eb80b50bc98fab1c66616aa9c.wav,0
mixture_devtrain_babycry_246_931ca1cdab7af03d50dca6f7f0ae63c8.wav,0
mixture_devtrain_babycry_247_26711cdf4eca616149830b669284008e.wav,3
mixture_devtrain_babycry_248_7f668330baa0170abf7c339b2f170081.wav,0
mixture_devtrain_babycry_249_c58f636855bb95427973f9aecd94e638.wav,3
mixture_devtrain_babycry_250_5567bbc45c0ac7ebad6d76b5b827e8b2.wav,3
mixture_devtrain_babycry_251_3ab68034a7a045280d3b4a12b0ec6918.wav,3
mixture_devtrain_babycry_252_6fe5a277605e18929237f7083c8678d9.wav,3
mixture_devtrain_babycry_253_77f950d142db61872e9d0a8959f7a6bd.wav,3
mixture_devtrain_babycry_254_12671809ea051ec8d0c11aa8ab60c628.wav,0
mixture_devtrain_babycry_255_219270d766ef30bb265c493ccff3933f.wav,3
mixture_devtrain_babycry_256_95c5092debd30fc3140459f02d164e6e.wav,3
mixture_devtrain_babycry_257_805363d88df57c178934c951e514ae34.wav,0
mixture_devtrain_babycry_258_850c9fcce7c8d9a13137d0f40a5e723a.wav,3
mixture_devtrain_babycry_259_dabd646fc590f19d62635c6c46a1dc6d.wav,0
mixture_devtrain_babycry_260_c78012444ace4ad8f65b8a689c11f387.wav,3
mixture_devtrain_babycry_261_a063d8615cc3081ebda5838c7c7efaa1.wav,3
mixture_devtrain_babycry_262_7086eeca519dc2295d9d7e2657395708.wav,0
mixture_devtrain_babycry_263_88185ad312d3a2491ea6b190c79fe73e.wav,3
mixture_devtrain_babycry_264_ade1c66ad75300f8d25fb5fd34e480b7.wav,0
mixture_devtrain_babycry_265_f9ecdc2010d1a894d65b9cf44a494815.wav,0
mixture_devtrain_babycry_266_ce13cdbd3706ef48d470ccf010df7400.wav,0
mixture_devtrain_babycry_267_c13122979cbcc97974ff841cb43b79ac.wav,3
mixture_devtrain_babycry_268_11fae28faa98bd002cceec236345e1b4.wav,0
mixture_devtrain_babycry_269_647fe9851ddc5bb926488ee7cb2c41d4.wav,0
mixture_devtrain_babycry_270_f1996d73560355a9f8815e1477daeb33.wav,3
mixture_devtrain_babycry_271_6949df22bc904a846f67dd888af3f43c.wav,3
mixture_devtrain_babycry_272_b9abbb2730a442c6a4479bb6c07cb210.wav,0
mixture_devtrain_babycry_273_ae6bb8e49322ebcd7bd91b0a32a696c8.wav,0
mixture_devtrain_babycry_274_21d5427b5bf8135036d51139f1e6aeef.wav,3
mixture_devtrain_babycry_275_98024e7897689ee04a3db5b5052e0bf3.wav,3
mixture_devtrain_babycry_276_2b122e3162f7fef23887bb31a911e9ae.wav,3
mixture_devtrain_babycry_277_77393dee30c52300ea154126cfa4839c.wav,3
mixture_devtrain_babycry_278_51329eedb3716d5e3c84c62b12515d06.wav,3
mixture_devtrain_babycry_279_f4005e04e62f0350b3f06399242f87ab.wav,3
mixture_devtrain_babycry_280_27e77a08d89fcaea20c1f35bffae5be7.wav,3
mixture_devtrain_babycry_281_3aed3fb364f7c912409c812371f346b5.wav,0
mixture_devtrain_babycry_282_2246eeed3cf5a82af8d8c1ac9f4dbf53.wav,0
mixture_devtrain_babycry_283_3102f8ef07497c07441e22e579ee0352.wav,0
mixture_devtrain_babycry_284_41fb45a7fd98ae2dcbd52b37fbdaebbe.wav,3
mixture_devtrain_babycry_285_143275c683dc49f81840ab45981f9f32.wav,3
mixture_devtrain_babycry_286_bed119f438597a659c8df61b78f9ef26.wav,3
mixture_devtrain_babycry_287_bfcbc51aeb15024f755055b6a76cc9ea.wav,3
mixture_devtrain_babycry_288_e6e0f7f88ef0d4bce8ec65a15075c240.wav,0
mixture_devtrain_babycry_289_7f4892a2b2a74e1df8be014306c2d4f4.wav,3
mixture_devtrain_babycry_290_919f4d23aec7bb8c8b42c93bb0f64fc2.wav,0
mixture_devtrain_babycry_291_c81d6e0be8e967ed974d99f43379a4ca.wav,0
mixture_devtrain_babycry_292_631917d71441b91893b7eed73c259298.wav,3
mixture_devtrain_babycry_293_23c021da2e7dcbde20d921bc8e9ba56a.wav,0
mixture_devtrain_babycry_294_2364648306a3b9ac9a7704eff38dcc51.wav,3
mixture_devtrain_babycry_295_adee891f856dccd57a3218ad8cd56b46.wav,3
mixture_devtrain_babycry_296_be20479842a0b7ac041e4acca674d792.wav,3
mixture_devtrain_babycry_297_838e124790e875a418f84ac5319d4d67.wav,3
mixture_devtrain_babycry_298_c8f05f0a61fffa91f77a9e26b7ed3c10.wav,0
mixture_devtrain_babycry_299_538467d648319ea3c5c1d66720ea15c1.wav,0
mixture_devtrain_babycry_300_fb5f05b89e172013f7edea120d06bf4d.wav,3
mixture_devtrain_babycry_301_7150a8cd83cdfbd890494360afcaa510.wav,0
mixture_devtrain_babycry_302_d893b69dc17156ac992c8cfe05f1d031.wav,3
mixture_devtrain_babycry_303_6074c4ae805c1b8bcd486e440d0c8e94.wav,0
mixture_devtrain_babycry_304_f19a56f2831b9d26d1815c2a895b607e.wav,0
mixture_devtrain_babycry_305_91973f73f4c58463aaa17d2b3e29b898.wav,3
mixture_devtrain_babycry_306_c7e4833c819393b5bc1570d2cd51bea7.wav,3
mixture_devtrain_babycry_307_8446b2c73b7c26dd75cb0df99b12ccdf.wav,3
mixture_devtrain_babycry_308_23679a929f13f24dfee17d5312dcfb43.wav,3
mixture_devtrain_babycry_309_bfb6ec38eadb7bffe80d1a355740dd4e.wav,3
mixture_devtrain_babycry_310_6c3cd943b2685d465dbdc05f13fcee82.wav,0
mixture_devtrain_babycry_311_af6f0b92bd555b6f07a70e13379a7266.wav,3
mixture_devtrain_babycry_312_c399cdc2f3674a3040d21e72c644629e.wav,0
mixture_devtrain_babycry_313_d5e9aa09baa3319c905acadfd9e073da.wav,0
mixture_devtrain_babycry_314_5d7e030eec8f22163595b93133fb0e00.wav,3
mixture_devtrain_babycry_315_ce82b0156931b2a00f9f3d6a8e524f08.wav,3
mixture_devtrain_babycry_316_b4ec73f36833b8a76d5209bb6722790e.wav,0
mixture_devtrain_babycry_317_7faf0f07a54f504144ab2caead589071.wav,3
mixture_devtrain_babycry_318_3f481e9b0367be79f0507a3c98ae1468.wav,0
mixture_devtrain_babycry_319_cdddc1c812597dc0a511bf38cd10f789.wav,0
mixture_devtrain_babycry_320_4ccab38d6cf4a565d861685b823b312f.wav,0
mixture_devtrain_babycry_321_4b624250aadf080b7f83f1d6f0b520d2.wav,0
mixture_devtrain_babycry_322_2eaed576dd8bcd4aec96435744441b34.wav,0
mixture_devtrain_babycry_323_674c9f065b5d185b9d5dbf5f5c4b0014.wav,3
mixture_devtrain_babycry_324_b3d8f93d78b471539f678a73dff94280.wav,3
mixture_devtrain_babycry_325_3858242a60ef29dfe7333484e0790df8.wav,3
mixture_devtrain_babycry_326_b13cc52d43c51c0d864f2892aaebb33a.wav,3
mixture_devtrain_babycry_327_e0244e8e7972bfcd7ce94fd35fba1ff1.wav,3
mixture_devtrain_babycry_328_637189536673531790da77a12a55a95f.wav,0
mixture_devtrain_babycry_329_b9de84ff894b74d15fb30253bcfbf91f.wav,3
mixture_devtrain_babycry_330_90faa950644a7a6a650925372aac4d84.wav,3
mixture_devtrain_babycry_331_2c9021c4ded0c4f786994e313c1c1eeb.wav,0
mixture_devtrain_babycry_333_1cc8c1364777a940243c98d1e2ffac69.wav,0
mixture_devtrain_babycry_334_ff6b754107fce2298cd338c81e1106b9.wav,3
mixture_devtrain_babycry_335_94694cbeaebf7ea9f9c195c101088b33.wav,0
mixture_devtrain_babycry_336_f16fc37eed67d6aa59afadf227001467.wav,3
mixture_devtrain_babycry_337_6b9c27efc177e6ac18844558e3da92b8.wav,3
mixture_devtrain_babycry_338_64b1ab0aeaa4e74f935fa7d0794bd167.wav,0
mixture_devtrain_babycry_339_3ec4271f66d1990ddace71ab4d7c872a.wav,3
